Codigo_Mat;Denominacion Material;Centro;Almacen;C-B;LibreUt;Valor_Lut;Calidad;Valor_Cal;Bloqueado;Valor_Blo;Hora;TpMt;Categoria;Marca;Grupo;Sector;TextAlm;TextCent
50001100;CHICCO CHAMPU ORIGINAL 400 ML;1001;3000;CS;1198,00;1211085,74;0,000;0,00;0,000;0,00;27.02.2026 - 12:09:54;ZTEC;HIGIENE PERSONAL;Chicco;PH-Champú;Cuidado Personal;3000-ProdTerminado WM;1001-Pharsana Maracay
50001101;CHICCO CHAMPU MANZANILLA 400 ML;1000;3000;CS;210,00;155189,89;0,000;0,00;0,000;0,00;27.02.2026 - 12:09:54;ZTEC;HIGIENE PERSONAL;Chicco;PH-Champú;Cuidado Personal;3000-Prod. Terminado;1000-Pharsana Valencia
50001101;CHICCO CHAMPU MANZANILLA 400 ML;1001;3000;CS;1048,00;858208,75;0,000;0,00;0,000;0,00;27.02.2026 - 12:09:54;ZTEC;HIGIENE PERSONAL;Chicco;PH-Champú;Cuidado Personal;3000-ProdTerminado WM;1001-Pharsana Maracay
50001102;CHICCO CHAMPU ROMERO 400 ML;1000;3000;CS;324,00;220327,90;0,000;0,00;0,000;0,00;27.02.2026 - 12:09:54;ZTEC;HIGIENE PERSONAL;Chicco;PH-Champú;Cuidado Personal;3000-Prod. Terminado;1000-Pharsana Valencia
50001102;CHICCO CHAMPU ROMERO 400 ML;1001;3000;CS;255,00;187129,22;0,000;0,00;0,000;0,00;27.02.2026 - 12:09:54;ZTEC;HIGIENE PERSONAL;Chicco;PH-Champú;Cuidado Personal;3000-ProdTerminado WM;1001-Pharsana Maracay
50001103;CHICCO PROMO TALCO 200G + 100G GRATIS;1001;3000;CS;111,00;111654,87;0,000;0,00;0,000;0,00;27.02.2026 - 12:09:54;ZTEC;HIGIENE PERSONAL;Chicco;PH-Talco;Cuidado Personal;3000-ProdTerminado WM;1001-Pharsana Maracay
50001106;FRIENDS PD REGULAR S/P (12X40);1001;3000;PAK;87,00;25097,48;0,000;0,00;0,000;0,00;27.02.2026 - 12:09:54;ZTEC;ABSORBENTES FEMENINA;Friends;PH-Protector Diario;Absorbentes;3000-ProdTerminado WM;1001-Pharsana Maracay
50001107;FRIENDS PD REGULAR S/P (12X60);1001;3000;PAK;1729,00;617125,62;0,000;0,00;0,000;0,00;27.02.2026 - 12:09:54;ZTEC;ABSORBENTES FEMENINA;Friends;PH-Protector Diario;Absorbentes;3000-ProdTerminado WM;1001-Pharsana Maracay
50001108;FRIENDS TS XTREME SEC REGULAR (12x14);1001;3000;PAK;184,00;69273,07;0,000;0,00;0,000;0,00;27.02.2026 - 12:09:54;ZTEC;ABSORBENTES FEMENINA;Friends;PH-Toalla Sanitaria;Absorbentes;3000-ProdTerminado WM;1001-Pharsana Maracay
50001109;FRIENDS TS TELA REGULAR (12x14);1001;3000;PAK;238,00;89311,23;0,000;0,00;0,000;0,00;27.02.2026 - 12:09:54;ZTEC;ABSORBENTES FEMENINA;Friends;PH-Toalla Sanitaria;Absorbentes;3000-ProdTerminado WM;1001-Pharsana Maracay
