Razón Social,Gpo de Cliente,ClaseDoc.,Num.Factura,Sector,Canal,Fecha.Doc,Zona.Vtas,Almacen,Denominacion Material,Cantidad UMV,UM.Vtas,Cantidad UMB,UM.Base,Prec.Unitario,Monto Neto,IVA,Importe Final,Doc.Comercial,Cond.Pago,Fec.Venc.,Moneda.Doc.,Status de Anulacion,Doc.Anulac,Grp.Vend,Vendedor,Referencia,Pedido.Vta,Jerarquía 1,Jerarquía 2,Jerarquía 3,UM.Peso,Peso.Fact,Peso.Total,Um.PesoGen,Ramo,Gr.Material,Gr.Articulo,Tipo.Cambio,Mes,Ejercicio,Prec.Unitario 2,Monto Neto 2,IVA 2,Importe Final 2,Conc.Busq,Codigo_Mat,Listas_precios,,Cod_cliente,,Ind_retcl,Ind_auto_retcl,fechahora,CodMot,Tx Motivo,CodVend
"EKONOMAR,C.A.",Detal,Fact. Nac. Pharsana,6000123885,Cuidado Personal,Venta Directa,20250516,Zona Oriente,3000,CHICCO GEL ANTIBACTERIAL 100 ML,1,CS,28,ST,"5097,4","5097,4","815,58","5912,98",Factura,Crédito 15 Días,20250531,VED,NA,,GV Ger. Reg. Oriente,VICTOR A. MONTES,00-0606983,1002056602,Chicco,100,Gel,KG,"2,52",,"2,52",Supermercado,PH-Gel Antibacterial,HIGIENE PERSONAL,"94,3241",5,2025,"54,04","54,04","8,65","62,69","EKONOMAR,C",50001019,Detal,,10002967,30,,N,02.07.2025 - 08:40:06,,,100136
"EKONOMAR,C.A.",Detal,Fact. Nac. Pharsana,6000123886,Cuidado Personal,Venta Directa,20250516,Zona Oriente,3000,CHICCO TH ORIGINAL 24P (TRAVEL),1,CS,48,PAQ,"4391,52","4391,52","702,64","5094,16",Factura,Crédito 15 Días,20250531,VED,NA,,GV Ger. Reg. Oriente,VICTOR A. MONTES,00-0606984,1002056602,Chicco,24,Original,KG,"7,392",,"7,392",Supermercado,PH-TH Travel Pack,TOALLAS HUMEDAS,"94,3241",5,2025,"46,56","46,56","7,45","54,01","EKONOMAR,C",50001084,Detal,,10002967,30,,N,02.07.2025 - 08:40:06,,,100136
"EKONOMAR,C.A.",Detal,Fact. Nac. Pharsana,6000123886,Cuidado Personal,Venta Directa,20250516,Zona Oriente,3000,AMY MOTAS DE ALGODON 50P,1,CS,12,PAQ,"2320,32","2320,32","371,25","2691,57",Factura,Crédito 15 Días,20250531,VED,NA,,GV Ger. Reg. Oriente,VICTOR A. MONTES,00-0606984,1002056602,Amy,50,Original,KG,"0,48",,"0,48",Supermercado,PH-Motas De Algodón,ALGODONES PT,"94,3241",5,2025,"24,6","24,6","3,94","28,54","EKONOMAR,C",50000517,Detal,,10002967,30,,N,02.07.2025 - 08:40:06,,,100136
"EKONOMAR,C.A.",Detal,Fact. Nac. Pharsana,6000123886,Absorbentes,Venta Directa,20250516,Zona Oriente,3000,SECUREZZA POST PARTO PREMIUM (12X10),2,PAK,24,PAQ,"2399,64","4799,28","767,88","5567,16",Factura,Crédito 15 Días,20250531,VED,NA,,GV Ger. Reg. Oriente,VICTOR A. MONTES,00-0606984,1002056602,Securezza,10,Anatómica,KG,4200,,4200,Supermercado,PH-Toalla Post-Parto,INCONTINENCIA,"94,3241",5,2025,"25,44","50,88","8,14","59,02","EKONOMAR,C",50000632,Detal,,10002967,30,,N,02.07.2025 - 08:40:06,,,100136
"EKONOMAR,C.A.",Detal,Fact. Nac. Pharsana,6000123886,Absorbentes,Venta Directa,20250516,Zona Oriente,3000,SIEMPRE SECO BASICO M (6X6),2,PAK,12,PAQ,"2693,88","5387,76","862,04","6249,8",Factura,Crédito 15 Días,20250531,VED,NA,,GV Ger. Reg. Oriente,VICTOR A. MONTES,00-0606984,1002056602,Siempre Seco,6,Basico,KG,6048,,6048,Supermercado,PH-Protector Incont.,INCONTINENCIA,"94,3241",5,2025,"28,56","57,12","9,14","66,26","EKONOMAR,C",50000639,Detal,,10002967,30,,N,02.07.2025 - 08:40:06,,,100136
"EKONOMAR,C.A.",Detal,Fact. Nac. Pharsana,6000123886,Cuidado Personal,Venta Directa,20250516,Zona Oriente,3000,CHICCO TALCO 200 G,1,CS,24,ST,"11341,44","11341,44","1814,64","13156,08",Factura,Crédito 15 Días,20250531,VED,NA,,GV Ger. Reg. Oriente,VICTOR A. MONTES,00-0606984,1002056602,Chicco,200,Original,KG,"4,8",,"4,8",Supermercado,PH-Talco,HIGIENE PERSONAL,"94,3241",5,2025,"120,24","120,24","19,24","139,48","EKONOMAR,C",50000969,Detal,,10002967,30,,N,02.07.2025 - 08:40:06,,,100136
"EKONOMAR,C.A.",Detal,Fact. Nac. Pharsana,6000123886,Absorbentes,Venta Directa,20250516,Zona Oriente,3000,SIEMPRE SECO BASICO G (6X6),2,PAK,12,PAQ,"2976,84","5953,68","952,59","6906,27",Factura,Crédito 15 Días,20250531,VED,NA,,GV Ger. Reg. Oriente,VICTOR A. MONTES,00-0606984,1002056602,Siempre Seco,6,Basico,KG,7488,,7488,Supermercado,PH-Protector Incont.,INCONTINENCIA,"94,3241",5,2025,"31,56","63,12","10,1","73,22","EKONOMAR,C",50000640,Detal,,10002967,30,,N,02.07.2025 - 08:40:06,,,100136
"EKONOMAR,C.A.",Detal,Fact. Nac. Pharsana,6000123886,Absorbentes,Venta Directa,20250516,Zona Oriente,3000,ACTIVA SEC PERD ABUND PROMOCION (6X20),1,PAK,6,PAQ,"1958,16","1958,16","313,31","2271,47",Factura,Crédito 15 Días,20250531,VED,NA,,GV Ger. Reg. Oriente,VICTOR A. MONTES,00-0606984,1002056602,Activa,20,Pérdida Abundante,KG,960,,960,Supermercado,PH-Toalla Incontinen,INCONTINENCIA,"94,3241",5,2025,"20,76","20,76","3,32","24,08","EKONOMAR,C",50001113,Detal,,10002967,30,,N,02.07.2025 - 08:40:06,,,100136
"EKONOMAR,C.A.",Detal,Fact. Nac. Pharsana,6000123886,Absorbentes,Venta Directa,20250516,Zona Oriente,3000,FRIENDS TS XTREME SEC REGULAR (12x14),1,PAK,12,PAQ,"2376,96","2376,96","380,31","2757,27",Factura,Crédito 15 Días,20250531,VED,NA,,GV Ger. Reg. Oriente,VICTOR A. MONTES,00-0606984,1002056602,Friends,14,Regular,KG,1080,,1080,Supermercado,PH-Toalla Sanitaria,ABSORBENTES FEMENINA,"94,3241",5,2025,"25,2","25,2","4,03","29,23","EKONOMAR,C",50001108,Detal,,10002967,30,,N,02.07.2025 - 08:40:06,,,100136
"EKONOMAR,C.A.",Detal,Fact. Nac. Pharsana,6000123886,Cuidado Personal,Venta Directa,20250516,Zona Oriente,3000,AMY TALCO 200G,1,CS,24,ST,"10752,96","10752,96","1720,47","12473,43",Factura,Crédito 15 Días,20250531,VED,NA,,GV Ger. Reg. Oriente,VICTOR A. MONTES,00-0606984,1002056602,Amy,200,Original,KG,"4,8",,"4,8",Supermercado,PH-Talco,HIGIENE PERSONAL,"94,3241",5,2025,114,114,"18,24","132,24","EKONOMAR,C",50000106,Detal,,10002967,30,,N,02.07.2025 - 08:40:06,,,100136
"EKONOMAR,C.A.",Detal,Fact. Nac. Pharsana,6000123887,Absorbentes,Venta Directa,20250516,Zona Oriente,3000,FRIENDS PD REGULAR S/P PROMOCION (12X60),1,PAK,12,PAQ,"2173,2","2173,2","347,71","2520,91",Factura,Crédito 15 Días,20250531,VED,NA,,GV Ger. Reg. Oriente,VICTOR A. MONTES,00-0606985,1002056602,Friends,60,Regular,KG,1800,,1800,Supermercado,PH-Protector Diario,ABSORBENTES FEMENINA,"94,3241",5,2025,"23,04","23,04","3,69","26,73","EKONOMAR,C",50001134,Detal,,10002967,30,,N,02.07.2025 - 08:40:06,,,100136
"EKONOMAR,C.A.",Detal,Fact. Nac. Pharsana,6000123887,Absorbentes,Venta Directa,20250516,Zona Oriente,3000,FRIENDS PD MANZANILLA (24X20),1,PAK,24,PAQ,"2671,2","2671,2","427,39","3098,59",Factura,Crédito 15 Días,20250531,VED,NA,,GV Ger. Reg. Oriente,VICTOR A. MONTES,00-0606985,1002056602,Friends,20,Manzanilla,KG,864,,864,Supermercado,PH-Protector Diario,ABSORBENTES FEMENINA,"94,3241",5,2025,"28,32","28,32","4,53","32,85","EKONOMAR,C",50001133,Detal,,10002967,30,,N,02.07.2025 - 08:40:06,,,100136
"EKONOMAR,C.A.",Detal,Fact. Nac. Pharsana,6000123887,Absorbentes,Venta Directa,20250516,Zona Oriente,3000,FRIENDS PD REGULAR S/P (24X20),1,PAK,24,PAQ,"2671,2","2671,2","427,39","3098,59",Factura,Crédito 15 Días,20250531,VED,NA,,GV Ger. Reg. Oriente,VICTOR A. MONTES,00-0606985,1002056602,Friends,20,Regular,KG,864,,864,Supermercado,PH-Protector Diario,ABSORBENTES FEMENINA,"94,3241",5,2025,"28,32","28,32","4,53","32,85","EKONOMAR,C",50001130,Detal,,10002967,30,,N,02.07.2025 - 08:40:06,,,100136
"EKONOMAR,C.A.",Detal,Fact. Nac. Pharsana,6000123887,Cuidado Personal,Venta Directa,20250516,Zona Oriente,3000,LADY FACE DISCOS DE ALGODON 80P,1,CS,24,PAQ,"5863,2","5863,2","938,11","6801,31",Factura,Crédito 15 Días,20250531,VED,NA,,GV Ger. Reg. Oriente,VICTOR A. MONTES,00-0606985,1002056602,Lady Face,80,Original,KG,"1242,24",,"1242,24",Supermercado,PH-Cotton Round,ALGODONES PT,"94,3241",5,2025,"62,16","62,16","9,95","72,11","EKONOMAR,C",50001137,Detal,,10002967,30,,N,02.07.2025 - 08:40:06,,,100136
"EKONOMAR,C.A.",Detal,Fact. Nac. Pharsana,6000123887,Absorbentes,Venta Directa,20250516,Zona Oriente,3000,FRIENDS TS ULTRADELGA (36X10),1,CS,36,PAQ,"4855,68","4855,68","776,91","5632,59",Factura,Crédito 15 Días,20250531,VED,NA,,GV Ger. Reg. Oriente,VICTOR A. MONTES,00-0606985,1002056602,Friends,10,Ultra Delgada,KG,"2,34",,"2,34",Supermercado,PH-Toalla Sanitaria,ABSORBENTES FEMENINA,"94,3241",5,2025,"51,48","51,48","8,24","59,72","EKONOMAR,C",50001066,Detal,,10002967,30,,N,02.07.2025 - 08:40:06,,,100136
"EKONOMAR,C.A.",Detal,Fact. Nac. Pharsana,6000123887,Absorbentes,Venta Directa,20250516,Zona Oriente,3000,FRIENDS TS NOCTURNA SIN ALAS (12X10),1,PAK,12,PAQ,"2467,56","2467,56","394,81","2862,37",Factura,Crédito 15 Días,20250531,VED,NA,,GV Ger. Reg. Oriente,VICTOR A. MONTES,00-0606985,1002056602,Friends,10,Nocturna,KG,2100,,2100,Supermercado,PH-Toalla Sanitaria,ABSORBENTES FEMENINA,"94,3241",5,2025,"26,16","26,16","4,19","30,35","EKONOMAR,C",50001111,Detal,,10002967,30,,N,02.07.2025 - 08:40:06,,,100136
"EKONOMAR,C.A.",Detal,Fact. Nac. Pharsana,6000123887,Absorbentes,Venta Directa,20250516,Zona Oriente,3000,FRIENDS TS NOCTURNA CON ALAS (36X10),1,CS,36,PAQ,"7640,28","7640,28","1222,45","8862,73",Factura,Crédito 15 Días,20250531,VED,NA,,GV Ger. Reg. Oriente,VICTOR A. MONTES,00-0606985,1002056602,Friends,14,Ultra Delgada,KG,"4,176",,"4,176",Supermercado,PH-Toalla Sanitaria,ABSORBENTES FEMENINA,"94,3241",5,2025,81,81,"12,96","93,96","EKONOMAR,C",50001067,Detal,,10002967,30,,N,02.07.2025 - 08:40:06,,,100136
"DETODO, C.A",Cadenas,Fact. Nac. Pharsana,6000124440,Cuidado Personal,Venta Directa,20250526,Zona Occidente,3000,CHICCO TALCO 200 G,1,CS,24,ST,"106,56","106,56","17,06","123,62",Factura,Contado,20250526,USD,NA,,GV. Ger. Reg. Occid.,RICHIE K. MORILLO,00-0607701,1002057048,Chicco,200,Original,KG,"4,8",,"4,8",Cadena Regional,PH-Talco,HIGIENE PERSONAL,0,5,2025,"106,56","106,56","17,06","123,62",,50000969,Cadenas,,10002970,10,,N,02.07.2025 - 08:40:06,,,100105
"DETODO, C.A",Cadenas,Fact. Nac. Pharsana,6000124440,Absorbentes,Venta Directa,20250526,Zona Occidente,3000,SECUREZZA CLASSIC M REG (6x6),1,PAK,6,PAQ,"31,92","31,92","5,11","37,03",Factura,Contado,20250526,USD,NA,,GV. Ger. Reg. Occid.,RICHIE K. MORILLO,00-0607701,1002057048,Securezza,6,Classic,KG,3024,,3024,Cadena Regional,PH-Protector Incont.,INCONTINENCIA,0,5,2025,"31,92","31,92","5,11","37,03",,50000626,Cadenas,,10002970,10,,N,02.07.2025 - 08:40:06,,,100105
"DETODO, C.A",Cadenas,Fact. Nac. Pharsana,6000124440,Cuidado Personal,Venta Directa,20250526,Zona Occidente,3000,CHICCO LOCION 200 ML,1,CS,10,ST,"33,4","33,4","5,34","38,74",Factura,Contado,20250526,USD,NA,,GV. Ger. Reg. Occid.,RICHIE K. MORILLO,00-0607701,1002057048,Chicco,200,Original,KG,"1,96",,"1,96",Cadena Regional,PH-Loción,HIGIENE PERSONAL,0,5,2025,"33,4","33,4","5,34","38,74",,50000965,Cadenas,,10002970,10,,N,02.07.2025 - 08:40:06,,,100105
"DETODO, C.A",Cadenas,Fact. Nac. Pharsana,6000124440,Cuidado Personal,Venta Directa,20250526,Zona Occidente,3000,CHICCO JABON LIQUIDO 200 ML,1,CS,10,ST,"27,7","27,7","4,43","32,13",Factura,Contado,20250526,USD,NA,,GV. Ger. Reg. Occid.,RICHIE K. MORILLO,00-0607701,1002057048,Chicco,200,Original,KG,"2,03",,"2,03",Cadena Regional,PH-Jabón Líquido,HIGIENE PERSONAL,0,5,2025,"27,7","27,7","4,43","32,13",,50000968,Cadenas,,10002970,10,,N,02.07.2025 - 08:40:06,,,100105
"DETODO, C.A",Cadenas,Fact. Nac. Pharsana,6000124440,Cuidado Personal,Venta Directa,20250526,Zona Occidente,3000,CHICCO GEL ANTIBACTERIAL 100 ML,1,CS,28,ST,"47,88","47,88","7,66","55,54",Factura,Contado,20250526,USD,NA,,GV. Ger. Reg. Occid.,RICHIE K. MORILLO,00-0607701,1002057048,Chicco,100,Gel,KG,"2,52",,"2,52",Cadena Regional,PH-Gel Antibacterial,HIGIENE PERSONAL,0,5,2025,"47,88","47,88","7,66","55,54",,50001019,Cadenas,,10002970,10,,N,02.07.2025 - 08:40:06,,,100105
"DETODO, C.A",Cadenas,Fact. Nac. Pharsana,6000124440,Cuidado Personal,Venta Directa,20250526,Zona Occidente,3000,CHICCO COTONCITO 100 PZA,1,CS,32,PAQ,"35,84","35,84","5,73","41,57",Factura,Contado,20250526,USD,NA,,GV. Ger. Reg. Occid.,RICHIE K. MORILLO,00-0607701,1002057048,Chicco,100,Original,KG,"0,832",,"0,832",Cadena Regional,PH-Hisopos,ALGODONES PT,0,5,2025,"35,84","35,84","5,73","41,57",,50001023,Cadenas,,10002970,10,,N,02.07.2025 - 08:40:06,,,100105
"DETODO, C.A",Cadenas,Fact. Nac. Pharsana,6000124440,Cuidado Personal,Venta Directa,20250526,Zona Occidente,3000,CHICCO COLONIA 220 ML,1,CS,10,ST,"40,7","40,7","6,51","47,21",Factura,Contado,20250526,USD,NA,,GV. Ger. Reg. Occid.,RICHIE K. MORILLO,00-0607701,1002057048,Chicco,220,Original,KG,"1,98",,"1,98",Cadena Regional,PH-Colonia,HIGIENE PERSONAL,0,5,2025,"40,7","40,7","6,51","47,21",,50000970,Cadenas,,10002970,10,,N,02.07.2025 - 08:40:06,,,100105
"DETODO, C.A",Cadenas,Fact. Nac. Pharsana,6000124440,Cuidado Personal,Venta Directa,20250526,Zona Occidente,3000,CHICCO CHAMPU ORIGINAL 200 ML,1,CS,10,ST,"32,7","32,7","5,23","37,93",Factura,Contado,20250526,USD,NA,,GV. Ger. Reg. Occid.,RICHIE K. MORILLO,00-0607701,1002057048,Chicco,200,Original,KG,"2,17",,"2,17",Cadena Regional,PH-Champú,HIGIENE PERSONAL,0,5,2025,"32,7","32,7","5,23","37,93",,50000963,Cadenas,,10002970,10,,N,02.07.2025 - 08:40:06,,,100105
"DETODO, C.A",Cadenas,Fact. Nac. Pharsana,6000124440,Cuidado Personal,Venta Directa,20250526,Zona Occidente,3000,CHICCO ACEITE 220 ML,1,CS,10,ST,48,48,"7,68","55,68",Factura,Contado,20250526,USD,NA,,GV. Ger. Reg. Occid.,RICHIE K. MORILLO,00-0607701,1002057048,Chicco,220,Original,KG,"1,82",,"1,82",Cadena Regional,PH-Aceite,HIGIENE PERSONAL,0,5,2025,48,48,"7,68","55,68",,50000971,Cadenas,,10002970,10,,N,02.07.2025 - 08:40:06,,,100105
"DETODO, C.A",Cadenas,Fact. Nac. Pharsana,6000124441,Absorbentes,Venta Directa,20250526,Zona Occidente,3000,SECUREZZA CLASSIC L REG (6x6),1,PAK,6,PAQ,"37,68","37,68","6,03","43,71",Factura,Contado,20250526,USD,NA,,GV. Ger. Reg. Occid.,RICHIE K. MORILLO,00-0607702,1002057048,Securezza,6,Classic,KG,3744,,3744,Cadena Regional,PH-Protector Incont.,INCONTINENCIA,0,5,2025,"37,68","37,68","6,03","43,71",,50000627,Cadenas,,10002970,10,,N,02.07.2025 - 08:40:06,,,100105
"DETODO, C.A",Cadenas,Fact. Nac. Pharsana,6000124441,Absorbentes,Venta Directa,20250526,Zona Occidente,3000,SECUREZZA PROTECTOR DE CAMA (6X10),1,PAK,6,PAQ,"37,26","37,26","5,96","43,22",Factura,Contado,20250526,USD,NA,,GV. Ger. Reg. Occid.,RICHIE K. MORILLO,00-0607702,1002057048,Securezza,10,Protector de Cama,KG,4080,,4080,Cadena Regional,PH-Protector de Cama,INCONTINENCIA,0,5,2025,"37,26","37,26","5,96","43,22",,50000957,Cadenas,,10002970,10,,N,02.07.2025 - 08:40:06,,,100105
"DETODO, C.A",Cadenas,Fact. Nac. Pharsana,6000124441,Absorbentes,Venta Directa,20250526,Zona Occidente,3000,FRIENDS PD REGULAR S/P (12X40),1,PAK,12,PAQ,"25,08","25,08","4,01","29,09",Factura,Contado,20250526,USD,NA,,GV. Ger. Reg. Occid.,RICHIE K. MORILLO,00-0607702,1002057048,Friends,40,Regular,KG,1200,,1200,Cadena Regional,PH-Protector Diario,ABSORBENTES FEMENINA,0,5,2025,"25,08","25,08","4,01","29,09",,50001106,Cadenas,,10002970,10,,N,02.07.2025 - 08:40:06,,,100105
"DETODO, C.A",Cadenas,Fact. Nac. Pharsana,6000124441,Absorbentes,Venta Directa,20250526,Zona Occidente,3000,FRIENDS TS NOCTURNA SIN ALAS (12X10),2,PAK,24,PAQ,"23,16","46,32","7,41","53,73",Factura,Contado,20250526,USD,NA,,GV. Ger. Reg. Occid.,RICHIE K. MORILLO,00-0607702,1002057048,Friends,10,Nocturna,KG,4200,,4200,Cadena Regional,PH-Toalla Sanitaria,ABSORBENTES FEMENINA,0,5,2025,"23,16","46,32","7,41","53,73",,50001111,Cadenas,,10002970,10,,N,02.07.2025 - 08:40:06,,,100105
"DETODO, C.A",Cadenas,Fact. Nac. Pharsana,6000124441,Absorbentes,Venta Directa,20250526,Zona Occidente,3000,FRIENDS TS ULTRADELGA (36X10),1,CS,36,PAQ,"45,36","45,36","7,26","52,62",Factura,Contado,20250526,USD,NA,,GV. Ger. Reg. Occid.,RICHIE K. MORILLO,00-0607702,1002057048,Friends,10,Ultra Delgada,KG,"2,34",,"2,34",Cadena Regional,PH-Toalla Sanitaria,ABSORBENTES FEMENINA,0,5,2025,"45,36","45,36","7,26","52,62",,50001066,Cadenas,,10002970,10,,N,02.07.2025 - 08:40:06,,,100105
"DETODO, C.A",Cadenas,Fact. Nac. Pharsana,6000124441,Absorbentes,Venta Directa,20250526,Zona Occidente,3000,FRIENDS TS NOCTURNA CON ALAS (36X10),1,CS,36,PAQ,"71,64","71,64","11,46","83,1",Factura,Contado,20250526,USD,NA,,GV. Ger. Reg. Occid.,RICHIE K. MORILLO,00-0607702,1002057048,Friends,14,Ultra Delgada,KG,"4,176",,"4,176",Cadena Regional,PH-Toalla Sanitaria,ABSORBENTES FEMENINA,0,5,2025,"71,64","71,64","11,46","83,1",,50001067,Cadenas,,10002970,10,,N,02.07.2025 - 08:40:06,,,100105
"DETODO, C.A",Cadenas,Fact. Nac. Pharsana,6000124442,Cuidado Personal,Venta Directa,20250526,Zona Occidente,3000,CHICCO TALCO 200 G,1,CS,24,ST,"106,56","106,56","17,06","123,62",Factura,Contado,20250526,USD,NA,,GV. Ger. Reg. Occid.,RICHIE K. MORILLO,00-0607703,1002057052,Chicco,200,Original,KG,"4,8",,"4,8",Cadena Regional,PH-Talco,HIGIENE PERSONAL,0,5,2025,"106,56","106,56","17,06","123,62",,50000969,Cadenas,,10002970,10,,N,02.07.2025 - 08:40:06,,,100105
"DETODO, C.A",Cadenas,Fact. Nac. Pharsana,6000124442,Absorbentes,Venta Directa,20250526,Zona Occidente,3000,SECUREZZA CLASSIC M REG (6x6),1,PAK,6,PAQ,"31,92","31,92","5,11","37,03",Factura,Contado,20250526,USD,NA,,GV. Ger. Reg. Occid.,RICHIE K. MORILLO,00-0607703,1002057052,Securezza,6,Classic,KG,3024,,3024,Cadena Regional,PH-Protector Incont.,INCONTINENCIA,0,5,2025,"31,92","31,92","5,11","37,03",,50000626,Cadenas,,10002970,10,,N,02.07.2025 - 08:40:06,,,100105
"DETODO, C.A",Cadenas,Fact. Nac. Pharsana,6000124442,Cuidado Personal,Venta Directa,20250526,Zona Occidente,3000,CHICCO LOCION 200 ML,1,CS,10,ST,"33,4","33,4","5,34","38,74",Factura,Contado,20250526,USD,NA,,GV. Ger. Reg. Occid.,RICHIE K. MORILLO,00-0607703,1002057052,Chicco,200,Original,KG,"1,96",,"1,96",Cadena Regional,PH-Loción,HIGIENE PERSONAL,0,5,2025,"33,4","33,4","5,34","38,74",,50000965,Cadenas,,10002970,10,,N,02.07.2025 - 08:40:06,,,100105
"DETODO, C.A",Cadenas,Fact. Nac. Pharsana,6000124442,Cuidado Personal,Venta Directa,20250526,Zona Occidente,3000,CHICCO JABON LIQUIDO 200 ML,1,CS,10,ST,"27,7","27,7","4,43","32,13",Factura,Contado,20250526,USD,NA,,GV. Ger. Reg. Occid.,RICHIE K. MORILLO,00-0607703,1002057052,Chicco,200,Original,KG,"2,03",,"2,03",Cadena Regional,PH-Jabón Líquido,HIGIENE PERSONAL,0,5,2025,"27,7","27,7","4,43","32,13",,50000968,Cadenas,,10002970,10,,N,02.07.2025 - 08:40:06,,,100105
"DETODO, C.A",Cadenas,Fact. Nac. Pharsana,6000124442,Cuidado Personal,Venta Directa,20250526,Zona Occidente,3000,CHICCO GEL ANTIBACTERIAL 100 ML,1,CS,28,ST,"47,88","47,88","7,66","55,54",Factura,Contado,20250526,USD,NA,,GV. Ger. Reg. Occid.,RICHIE K. MORILLO,00-0607703,1002057052,Chicco,100,Gel,KG,"2,52",,"2,52",Cadena Regional,PH-Gel Antibacterial,HIGIENE PERSONAL,0,5,2025,"47,88","47,88","7,66","55,54",,50001019,Cadenas,,10002970,10,,N,02.07.2025 - 08:40:06,,,100105
"DETODO, C.A",Cadenas,Fact. Nac. Pharsana,6000124442,Cuidado Personal,Venta Directa,20250526,Zona Occidente,3000,CHICCO COTONCITO 100 PZA,1,CS,32,PAQ,"35,84","35,84","5,73","41,57",Factura,Contado,20250526,USD,NA,,GV. Ger. Reg. Occid.,RICHIE K. MORILLO,00-0607703,1002057052,Chicco,100,Original,KG,"0,832",,"0,832",Cadena Regional,PH-Hisopos,ALGODONES PT,0,5,2025,"35,84","35,84","5,73","41,57",,50001023,Cadenas,,10002970,10,,N,02.07.2025 - 08:40:06,,,100105
"DETODO, C.A",Cadenas,Fact. Nac. Pharsana,6000124442,Cuidado Personal,Venta Directa,20250526,Zona Occidente,3000,CHICCO COLONIA 220 ML,1,CS,10,ST,"40,7","40,7","6,51","47,21",Factura,Contado,20250526,USD,NA,,GV. Ger. Reg. Occid.,RICHIE K. MORILLO,00-0607703,1002057052,Chicco,220,Original,KG,"1,98",,"1,98",Cadena Regional,PH-Colonia,HIGIENE PERSONAL,0,5,2025,"40,7","40,7","6,51","47,21",,50000970,Cadenas,,10002970,10,,N,02.07.2025 - 08:40:06,,,100105
"DETODO, C.A",Cadenas,Fact. Nac. Pharsana,6000124442,Cuidado Personal,Venta Directa,20250526,Zona Occidente,3000,CHICCO CHAMPU ORIGINAL 200 ML,1,CS,10,ST,"32,7","32,7","5,23","37,93",Factura,Contado,20250526,USD,NA,,GV. Ger. Reg. Occid.,RICHIE K. MORILLO,00-0607703,1002057052,Chicco,200,Original,KG,"2,17",,"2,17",Cadena Regional,PH-Champú,HIGIENE PERSONAL,0,5,2025,"32,7","32,7","5,23","37,93",,50000963,Cadenas,,10002970,10,,N,02.07.2025 - 08:40:06,,,100105
"DETODO, C.A",Cadenas,Fact. Nac. Pharsana,6000124442,Cuidado Personal,Venta Directa,20250526,Zona Occidente,3000,CHICCO ACEITE 220 ML,1,CS,10,ST,48,48,"7,68","55,68",Factura,Contado,20250526,USD,NA,,GV. Ger. Reg. Occid.,RICHIE K. MORILLO,00-0607703,1002057052,Chicco,220,Original,KG,"1,82",,"1,82",Cadena Regional,PH-Aceite,HIGIENE PERSONAL,0,5,2025,48,48,"7,68","55,68",,50000971,Cadenas,,10002970,10,,N,02.07.2025 - 08:40:06,,,100105
"DETODO, C.A",Cadenas,Fact. Nac. Pharsana,6000124443,Absorbentes,Venta Directa,20250526,Zona Occidente,3000,FRIENDS TS NOCTURNA CON ALAS (36X10),1,CS,36,PAQ,"71,64","71,64","11,46","83,1",Factura,Contado,20250526,USD,NA,,GV. Ger. Reg. Occid.,RICHIE K. MORILLO,00-0607704,1002057052,Friends,14,Ultra Delgada,KG,"4,176",,"4,176",Cadena Regional,PH-Toalla Sanitaria,ABSORBENTES FEMENINA,0,5,2025,"71,64","71,64","11,46","83,1",,50001067,Cadenas,,10002970,10,,N,02.07.2025 - 08:40:06,,,100105
"DETODO, C.A",Cadenas,Fact. Nac. Pharsana,6000124443,Absorbentes,Venta Directa,20250526,Zona Occidente,3000,FRIENDS TS ULTRADELGA (36X10),1,CS,36,PAQ,"45,36","45,36","7,26","52,62",Factura,Contado,20250526,USD,NA,,GV. Ger. Reg. Occid.,RICHIE K. MORILLO,00-0607704,1002057052,Friends,10,Ultra Delgada,KG,"2,34",,"2,34",Cadena Regional,PH-Toalla Sanitaria,ABSORBENTES FEMENINA,0,5,2025,"45,36","45,36","7,26","52,62",,50001066,Cadenas,,10002970,10,,N,02.07.2025 - 08:40:06,,,100105
"DETODO, C.A",Cadenas,Fact. Nac. Pharsana,6000124443,Absorbentes,Venta Directa,20250526,Zona Occidente,3000,SECUREZZA CLASSIC L REG (6x6),1,PAK,6,PAQ,"37,68","37,68","6,03","43,71",Factura,Contado,20250526,USD,NA,,GV. Ger. Reg. Occid.,RICHIE K. MORILLO,00-0607704,1002057052,Securezza,6,Classic,KG,3744,,3744,Cadena Regional,PH-Protector Incont.,INCONTINENCIA,0,5,2025,"37,68","37,68","6,03","43,71",,50000627,Cadenas,,10002970,10,,N,02.07.2025 - 08:40:06,,,100105
"DETODO, C.A",Cadenas,Fact. Nac. Pharsana,6000124443,Absorbentes,Venta Directa,20250526,Zona Occidente,3000,SECUREZZA PROTECTOR DE CAMA (6X10),1,PAK,6,PAQ,"37,26","37,26","5,96","43,22",Factura,Contado,20250526,USD,NA,,GV. Ger. Reg. Occid.,RICHIE K. MORILLO,00-0607704,1002057052,Securezza,10,Protector de Cama,KG,4080,,4080,Cadena Regional,PH-Protector de Cama,INCONTINENCIA,0,5,2025,"37,26","37,26","5,96","43,22",,50000957,Cadenas,,10002970,10,,N,02.07.2025 - 08:40:06,,,100105
