Razón Social,Gpo de Cliente,ClaseDoc.,Num.Factura,Sector,Canal,Fecha.Doc,Zona.Vtas,Almacen,Denominacion Material,Cantidad UMV,UM.Vtas,Cantidad UMB,UM.Base,Prec.Unitario,Monto Neto,IVA,Importe Final,Doc.Comercial,Cond.Pago,Fec.Venc.,Moneda.Doc.,Status de Anulacion,Doc.Anulac,Grp.Vend,Vendedor,Referencia,Pedido.Vta,Jerarquía 1,Jerarquía 2,Jerarquía 3,UM.Peso,Peso.Fact,Peso.Total,Um.PesoGen,Ramo,Gr.Material,Gr.Articulo,Tipo.Cambio,Mes,Ejercicio,Prec.Unitario 2,Monto Neto 2,IVA 2,Importe Final 2,Conc.Busq,Codigo_Mat,Listas_precios,,Cod_cliente,,Ind_retcl,Ind_auto_retcl,fechahora,CodMot,Tx Motivo,CodVend
"DETODO, C.A",Cadenas,Fact. Nac. Pharsana,6000124443,Absorbentes,Venta Directa,20250526,Zona Occidente,3000,FRIENDS PD REGULAR S/P (12X40),1,PAK,12,PAQ,"25,08","25,08","4,01","29,09",Factura,Contado,20250526,USD,NA,,GV. Ger. Reg. Occid.,RICHIE K. MORILLO,00-0607704,1002057052,Friends,40,Regular,KG,1200,,1200,Cadena Regional,PH-Protector Diario,ABSORBENTES FEMENINA,0,5,2025,"25,08","25,08","4,01","29,09",,50001106,Cadenas,,10002970,10,,N,02.07.2025 - 08:40:06,,,100105
"DETODO, C.A",Cadenas,Fact. Nac. Pharsana,6000124443,Absorbentes,Venta Directa,20250526,Zona Occidente,3000,FRIENDS TS NOCTURNA SIN ALAS (12X10),2,PAK,24,PAQ,"23,16","46,32","7,41","53,73",Factura,Contado,20250526,USD,NA,,GV. Ger. Reg. Occid.,RICHIE K. MORILLO,00-0607704,1002057052,Friends,10,Nocturna,KG,4200,,4200,Cadena Regional,PH-Toalla Sanitaria,ABSORBENTES FEMENINA,0,5,2025,"23,16","46,32","7,41","53,73",,50001111,Cadenas,,10002970,10,,N,02.07.2025 - 08:40:06,,,100105
"DETODO, C.A",Cadenas,Fact. Nac. Pharsana,6000124444,Cuidado Personal,Venta Directa,20250526,Zona Occidente,3000,CHICCO COTONCITO 100 PZA,2,CS,64,PAQ,"35,84","71,68","11,47","83,15",Factura,Contado,20250526,USD,NA,,GV. Ger. Reg. Occid.,RICHIE K. MORILLO,00-0607705,1002057056,Chicco,100,Original,KG,"1,664",,"1,664",Cadena Regional,PH-Hisopos,ALGODONES PT,0,5,2025,"35,84","71,68","11,47","83,15",,50001023,Cadenas,,10002970,10,,N,02.07.2025 - 08:40:06,,,100105
"DETODO, C.A",Cadenas,Fact. Nac. Pharsana,6000124444,Cuidado Personal,Venta Directa,20250526,Zona Occidente,3000,CHICCO GEL ANTIBACTERIAL 100 ML,1,CS,28,ST,"47,88","47,88","7,66","55,54",Factura,Contado,20250526,USD,NA,,GV. Ger. Reg. Occid.,RICHIE K. MORILLO,00-0607705,1002057056,Chicco,100,Gel,KG,"2,52",,"2,52",Cadena Regional,PH-Gel Antibacterial,HIGIENE PERSONAL,0,5,2025,"47,88","47,88","7,66","55,54",,50001019,Cadenas,,10002970,10,,N,02.07.2025 - 08:40:06,,,100105
"DETODO, C.A",Cadenas,Fact. Nac. Pharsana,6000124444,Cuidado Personal,Venta Directa,20250526,Zona Occidente,3000,CHICCO JABON LIQUIDO 200 ML,1,CS,10,ST,"27,7","27,7","4,43","32,13",Factura,Contado,20250526,USD,NA,,GV. Ger. Reg. Occid.,RICHIE K. MORILLO,00-0607705,1002057056,Chicco,200,Original,KG,"2,03",,"2,03",Cadena Regional,PH-Jabón Líquido,HIGIENE PERSONAL,0,5,2025,"27,7","27,7","4,43","32,13",,50000968,Cadenas,,10002970,10,,N,02.07.2025 - 08:40:06,,,100105
"DETODO, C.A",Cadenas,Fact. Nac. Pharsana,6000124444,Cuidado Personal,Venta Directa,20250526,Zona Occidente,3000,CHICCO ACEITE 220 ML,1,CS,10,ST,48,48,"7,68","55,68",Factura,Contado,20250526,USD,NA,,GV. Ger. Reg. Occid.,RICHIE K. MORILLO,00-0607705,1002057056,Chicco,220,Original,KG,"1,82",,"1,82",Cadena Regional,PH-Aceite,HIGIENE PERSONAL,0,5,2025,48,48,"7,68","55,68",,50000971,Cadenas,,10002970,10,,N,02.07.2025 - 08:40:06,,,100105
"DETODO, C.A",Cadenas,Fact. Nac. Pharsana,6000124444,Cuidado Personal,Venta Directa,20250526,Zona Occidente,3000,CHICCO COLONIA 220 ML,2,CS,20,ST,"40,7","81,4","13,02","94,42",Factura,Contado,20250526,USD,NA,,GV. Ger. Reg. Occid.,RICHIE K. MORILLO,00-0607705,1002057056,Chicco,220,Original,KG,"3,96",,"3,96",Cadena Regional,PH-Colonia,HIGIENE PERSONAL,0,5,2025,"40,7","81,4","13,02","94,42",,50000970,Cadenas,,10002970,10,,N,02.07.2025 - 08:40:06,,,100105
"DETODO, C.A",Cadenas,Fact. Nac. Pharsana,6000124444,Cuidado Personal,Venta Directa,20250526,Zona Occidente,3000,CHICCO CHAMPU ORIGINAL 200 ML,1,CS,10,ST,"32,7","32,7","5,23","37,93",Factura,Contado,20250526,USD,NA,,GV. Ger. Reg. Occid.,RICHIE K. MORILLO,00-0607705,1002057056,Chicco,200,Original,KG,"2,17",,"2,17",Cadena Regional,PH-Champú,HIGIENE PERSONAL,0,5,2025,"32,7","32,7","5,23","37,93",,50000963,Cadenas,,10002970,10,,N,02.07.2025 - 08:40:06,,,100105
"DETODO, C.A",Cadenas,Fact. Nac. Pharsana,6000124444,Cuidado Personal,Venta Directa,20250526,Zona Occidente,3000,CHICCO LOCION 200 ML,1,CS,10,ST,"33,4","33,4","5,34","38,74",Factura,Contado,20250526,USD,NA,,GV. Ger. Reg. Occid.,RICHIE K. MORILLO,00-0607705,1002057056,Chicco,200,Original,KG,"1,96",,"1,96",Cadena Regional,PH-Loción,HIGIENE PERSONAL,0,5,2025,"33,4","33,4","5,34","38,74",,50000965,Cadenas,,10002970,10,,N,02.07.2025 - 08:40:06,,,100105
"DETODO, C.A",Cadenas,Fact. Nac. Pharsana,6000124444,Absorbentes,Venta Directa,20250526,Zona Occidente,3000,SECUREZZA CLASSIC M REG (6x6),2,PAK,12,PAQ,"31,92","63,84","10,21","74,05",Factura,Contado,20250526,USD,NA,,GV. Ger. Reg. Occid.,RICHIE K. MORILLO,00-0607705,1002057056,Securezza,6,Classic,KG,6048,,6048,Cadena Regional,PH-Protector Incont.,INCONTINENCIA,0,5,2025,"31,92","63,84","10,21","74,05",,50000626,Cadenas,,10002970,10,,N,02.07.2025 - 08:40:06,,,100105
"DETODO, C.A",Cadenas,Fact. Nac. Pharsana,6000124444,Cuidado Personal,Venta Directa,20250526,Zona Occidente,3000,CHICCO TALCO 200 G,1,CS,24,ST,"106,56","106,56","17,07","123,63",Factura,Contado,20250526,USD,NA,,GV. Ger. Reg. Occid.,RICHIE K. MORILLO,00-0607705,1002057056,Chicco,200,Original,KG,"4,8",,"4,8",Cadena Regional,PH-Talco,HIGIENE PERSONAL,0,5,2025,"106,56","106,56","17,07","123,63",,50000969,Cadenas,,10002970,10,,N,02.07.2025 - 08:40:06,,,100105
"DETODO, C.A",Cadenas,Fact. Nac. Pharsana,6000124445,Absorbentes,Venta Directa,20250526,Zona Occidente,3000,FRIENDS PD REGULAR S/P (12X40),1,PAK,12,PAQ,"25,08","25,08","4,01","29,09",Factura,Contado,20250526,USD,NA,,GV. Ger. Reg. Occid.,RICHIE K. MORILLO,00-0607706,1002057056,Friends,40,Regular,KG,1200,,1200,Cadena Regional,PH-Protector Diario,ABSORBENTES FEMENINA,0,5,2025,"25,08","25,08","4,01","29,09",,50001106,Cadenas,,10002970,10,,N,02.07.2025 - 08:40:06,,,100105
"DETODO, C.A",Cadenas,Fact. Nac. Pharsana,6000124445,Absorbentes,Venta Directa,20250526,Zona Occidente,3000,FRIENDS TS NOCTURNA SIN ALAS (12X10),3,PAK,36,PAQ,"23,16","69,48","11,12","80,6",Factura,Contado,20250526,USD,NA,,GV. Ger. Reg. Occid.,RICHIE K. MORILLO,00-0607706,1002057056,Friends,10,Nocturna,KG,6300,,6300,Cadena Regional,PH-Toalla Sanitaria,ABSORBENTES FEMENINA,0,5,2025,"23,16","69,48","11,12","80,6",,50001111,Cadenas,,10002970,10,,N,02.07.2025 - 08:40:06,,,100105
"DETODO, C.A",Cadenas,Fact. Nac. Pharsana,6000124445,Absorbentes,Venta Directa,20250526,Zona Occidente,3000,FRIENDS TS ULTRADELGA (36X10),1,CS,36,PAQ,"45,36","45,36","7,26","52,62",Factura,Contado,20250526,USD,NA,,GV. Ger. Reg. Occid.,RICHIE K. MORILLO,00-0607706,1002057056,Friends,10,Ultra Delgada,KG,"2,34",,"2,34",Cadena Regional,PH-Toalla Sanitaria,ABSORBENTES FEMENINA,0,5,2025,"45,36","45,36","7,26","52,62",,50001066,Cadenas,,10002970,10,,N,02.07.2025 - 08:40:06,,,100105
"DETODO, C.A",Cadenas,Fact. Nac. Pharsana,6000124445,Absorbentes,Venta Directa,20250526,Zona Occidente,3000,FRIENDS TS NOCTURNA CON ALAS (36X10),1,CS,36,PAQ,"71,64","71,64","11,46","83,1",Factura,Contado,20250526,USD,NA,,GV. Ger. Reg. Occid.,RICHIE K. MORILLO,00-0607706,1002057056,Friends,14,Ultra Delgada,KG,"4,176",,"4,176",Cadena Regional,PH-Toalla Sanitaria,ABSORBENTES FEMENINA,0,5,2025,"71,64","71,64","11,46","83,1",,50001067,Cadenas,,10002970,10,,N,02.07.2025 - 08:40:06,,,100105
"DETODO, C.A",Cadenas,Fact. Nac. Pharsana,6000124445,Absorbentes,Venta Directa,20250526,Zona Occidente,3000,SECUREZZA PROTECTOR DE CAMA (6X10),2,PAK,12,PAQ,"37,26","74,52","11,92","86,44",Factura,Contado,20250526,USD,NA,,GV. Ger. Reg. Occid.,RICHIE K. MORILLO,00-0607706,1002057056,Securezza,10,Protector de Cama,KG,8160,,8160,Cadena Regional,PH-Protector de Cama,INCONTINENCIA,0,5,2025,"37,26","74,52","11,92","86,44",,50000957,Cadenas,,10002970,10,,N,02.07.2025 - 08:40:06,,,100105
"DETODO, C.A",Cadenas,Fact. Nac. Pharsana,6000124445,Absorbentes,Venta Directa,20250526,Zona Occidente,3000,SECUREZZA CLASSIC L REG (6x6),2,PAK,12,PAQ,"37,68","75,36","12,06","87,42",Factura,Contado,20250526,USD,NA,,GV. Ger. Reg. Occid.,RICHIE K. MORILLO,00-0607706,1002057056,Securezza,6,Classic,KG,7488,,7488,Cadena Regional,PH-Protector Incont.,INCONTINENCIA,0,5,2025,"37,68","75,36","12,06","87,42",,50000627,Cadenas,,10002970,10,,N,02.07.2025 - 08:40:06,,,100105
"DETODO, C.A",Cadenas,Fact. Nac. Pharsana,6000124446,Absorbentes,Venta Directa,20250526,Zona Occidente,3000,SECUREZZA CLASSIC M REG (6x6),2,PAK,12,PAQ,"31,92","63,84","10,21","74,05",Factura,Contado,20250526,USD,NA,,GV. Ger. Reg. Occid.,RICHIE K. MORILLO,00-0607707,1002057058,Securezza,6,Classic,KG,6048,,6048,Cadena Regional,PH-Protector Incont.,INCONTINENCIA,0,5,2025,"31,92","63,84","10,21","74,05",,50000626,Cadenas,,10002970,10,,N,02.07.2025 - 08:40:06,,,100105
"DETODO, C.A",Cadenas,Fact. Nac. Pharsana,6000124446,Cuidado Personal,Venta Directa,20250526,Zona Occidente,3000,CHICCO TALCO 200 G,1,CS,24,ST,"106,56","106,56","17,07","123,63",Factura,Contado,20250526,USD,NA,,GV. Ger. Reg. Occid.,RICHIE K. MORILLO,00-0607707,1002057058,Chicco,200,Original,KG,"4,8",,"4,8",Cadena Regional,PH-Talco,HIGIENE PERSONAL,0,5,2025,"106,56","106,56","17,07","123,63",,50000969,Cadenas,,10002970,10,,N,02.07.2025 - 08:40:06,,,100105
"DETODO, C.A",Cadenas,Fact. Nac. Pharsana,6000124446,Cuidado Personal,Venta Directa,20250526,Zona Occidente,3000,CHICCO LOCION 200 ML,1,CS,10,ST,"33,4","33,4","5,34","38,74",Factura,Contado,20250526,USD,NA,,GV. Ger. Reg. Occid.,RICHIE K. MORILLO,00-0607707,1002057058,Chicco,200,Original,KG,"1,96",,"1,96",Cadena Regional,PH-Loción,HIGIENE PERSONAL,0,5,2025,"33,4","33,4","5,34","38,74",,50000965,Cadenas,,10002970,10,,N,02.07.2025 - 08:40:06,,,100105
"DETODO, C.A",Cadenas,Fact. Nac. Pharsana,6000124446,Cuidado Personal,Venta Directa,20250526,Zona Occidente,3000,CHICCO JABON LIQUIDO 200 ML,1,CS,10,ST,"27,7","27,7","4,43","32,13",Factura,Contado,20250526,USD,NA,,GV. Ger. Reg. Occid.,RICHIE K. MORILLO,00-0607707,1002057058,Chicco,200,Original,KG,"2,03",,"2,03",Cadena Regional,PH-Jabón Líquido,HIGIENE PERSONAL,0,5,2025,"27,7","27,7","4,43","32,13",,50000968,Cadenas,,10002970,10,,N,02.07.2025 - 08:40:06,,,100105
"DETODO, C.A",Cadenas,Fact. Nac. Pharsana,6000124446,Cuidado Personal,Venta Directa,20250526,Zona Occidente,3000,CHICCO GEL ANTIBACTERIAL 100 ML,1,CS,28,ST,"47,88","47,88","7,66","55,54",Factura,Contado,20250526,USD,NA,,GV. Ger. Reg. Occid.,RICHIE K. MORILLO,00-0607707,1002057058,Chicco,100,Gel,KG,"2,52",,"2,52",Cadena Regional,PH-Gel Antibacterial,HIGIENE PERSONAL,0,5,2025,"47,88","47,88","7,66","55,54",,50001019,Cadenas,,10002970,10,,N,02.07.2025 - 08:40:06,,,100105
"DETODO, C.A",Cadenas,Fact. Nac. Pharsana,6000124446,Cuidado Personal,Venta Directa,20250526,Zona Occidente,3000,CHICCO COTONCITO 100 PZA,1,CS,32,PAQ,"35,84","35,84","5,73","41,57",Factura,Contado,20250526,USD,NA,,GV. Ger. Reg. Occid.,RICHIE K. MORILLO,00-0607707,1002057058,Chicco,100,Original,KG,"0,832",,"0,832",Cadena Regional,PH-Hisopos,ALGODONES PT,0,5,2025,"35,84","35,84","5,73","41,57",,50001023,Cadenas,,10002970,10,,N,02.07.2025 - 08:40:06,,,100105
"DETODO, C.A",Cadenas,Fact. Nac. Pharsana,6000124446,Cuidado Personal,Venta Directa,20250526,Zona Occidente,3000,CHICCO COLONIA 220 ML,2,CS,20,ST,"40,7","81,4","13,02","94,42",Factura,Contado,20250526,USD,NA,,GV. Ger. Reg. Occid.,RICHIE K. MORILLO,00-0607707,1002057058,Chicco,220,Original,KG,"3,96",,"3,96",Cadena Regional,PH-Colonia,HIGIENE PERSONAL,0,5,2025,"40,7","81,4","13,02","94,42",,50000970,Cadenas,,10002970,10,,N,02.07.2025 - 08:40:06,,,100105
"DETODO, C.A",Cadenas,Fact. Nac. Pharsana,6000124446,Cuidado Personal,Venta Directa,20250526,Zona Occidente,3000,CHICCO ACEITE 220 ML,1,CS,10,ST,48,48,"7,68","55,68",Factura,Contado,20250526,USD,NA,,GV. Ger. Reg. Occid.,RICHIE K. MORILLO,00-0607707,1002057058,Chicco,220,Original,KG,"1,82",,"1,82",Cadena Regional,PH-Aceite,HIGIENE PERSONAL,0,5,2025,48,48,"7,68","55,68",,50000971,Cadenas,,10002970,10,,N,02.07.2025 - 08:40:06,,,100105
"DETODO, C.A",Cadenas,Fact. Nac. Pharsana,6000124446,Cuidado Personal,Venta Directa,20250526,Zona Occidente,3000,CHICCO CHAMPU ORIGINAL 200 ML,1,CS,10,ST,"32,7","32,7","5,23","37,93",Factura,Contado,20250526,USD,NA,,GV. Ger. Reg. Occid.,RICHIE K. MORILLO,00-0607707,1002057058,Chicco,200,Original,KG,"2,17",,"2,17",Cadena Regional,PH-Champú,HIGIENE PERSONAL,0,5,2025,"32,7","32,7","5,23","37,93",,50000963,Cadenas,,10002970,10,,N,02.07.2025 - 08:40:06,,,100105
"DETODO, C.A",Cadenas,Fact. Nac. Pharsana,6000124447,Absorbentes,Venta Directa,20250526,Zona Occidente,3000,SECUREZZA CLASSIC L REG (6x6),2,PAK,12,PAQ,"37,68","75,36","12,06","87,42",Factura,Contado,20250526,USD,NA,,GV. Ger. Reg. Occid.,RICHIE K. MORILLO,00-0607708,1002057058,Securezza,6,Classic,KG,7488,,7488,Cadena Regional,PH-Protector Incont.,INCONTINENCIA,0,5,2025,"37,68","75,36","12,06","87,42",,50000627,Cadenas,,10002970,10,,N,02.07.2025 - 08:40:06,,,100105
"DETODO, C.A",Cadenas,Fact. Nac. Pharsana,6000124447,Absorbentes,Venta Directa,20250526,Zona Occidente,3000,SECUREZZA PROTECTOR DE CAMA (6X10),2,PAK,12,PAQ,"37,26","74,52","11,92","86,44",Factura,Contado,20250526,USD,NA,,GV. Ger. Reg. Occid.,RICHIE K. MORILLO,00-0607708,1002057058,Securezza,10,Protector de Cama,KG,8160,,8160,Cadena Regional,PH-Protector de Cama,INCONTINENCIA,0,5,2025,"37,26","74,52","11,92","86,44",,50000957,Cadenas,,10002970,10,,N,02.07.2025 - 08:40:06,,,100105
"DETODO, C.A",Cadenas,Fact. Nac. Pharsana,6000124447,Absorbentes,Venta Directa,20250526,Zona Occidente,3000,FRIENDS PD REGULAR S/P (12X40),1,PAK,12,PAQ,"25,08","25,08","4,01","29,09",Factura,Contado,20250526,USD,NA,,GV. Ger. Reg. Occid.,RICHIE K. MORILLO,00-0607708,1002057058,Friends,40,Regular,KG,1200,,1200,Cadena Regional,PH-Protector Diario,ABSORBENTES FEMENINA,0,5,2025,"25,08","25,08","4,01","29,09",,50001106,Cadenas,,10002970,10,,N,02.07.2025 - 08:40:06,,,100105
"DETODO, C.A",Cadenas,Fact. Nac. Pharsana,6000124447,Absorbentes,Venta Directa,20250526,Zona Occidente,3000,FRIENDS TS NOCTURNA SIN ALAS (12X10),3,PAK,36,PAQ,"23,16","69,48","11,12","80,6",Factura,Contado,20250526,USD,NA,,GV. Ger. Reg. Occid.,RICHIE K. MORILLO,00-0607708,1002057058,Friends,10,Nocturna,KG,6300,,6300,Cadena Regional,PH-Toalla Sanitaria,ABSORBENTES FEMENINA,0,5,2025,"23,16","69,48","11,12","80,6",,50001111,Cadenas,,10002970,10,,N,02.07.2025 - 08:40:06,,,100105
"DETODO, C.A",Cadenas,Fact. Nac. Pharsana,6000124447,Absorbentes,Venta Directa,20250526,Zona Occidente,3000,FRIENDS TS ULTRADELGA (36X10),1,CS,36,PAQ,"45,36","45,36","7,26","52,62",Factura,Contado,20250526,USD,NA,,GV. Ger. Reg. Occid.,RICHIE K. MORILLO,00-0607708,1002057058,Friends,10,Ultra Delgada,KG,"2,34",,"2,34",Cadena Regional,PH-Toalla Sanitaria,ABSORBENTES FEMENINA,0,5,2025,"45,36","45,36","7,26","52,62",,50001066,Cadenas,,10002970,10,,N,02.07.2025 - 08:40:06,,,100105
"DETODO, C.A",Cadenas,Fact. Nac. Pharsana,6000124447,Absorbentes,Venta Directa,20250526,Zona Occidente,3000,FRIENDS TS NOCTURNA CON ALAS (36X10),1,CS,36,PAQ,"71,64","71,64","11,46","83,1",Factura,Contado,20250526,USD,NA,,GV. Ger. Reg. Occid.,RICHIE K. MORILLO,00-0607708,1002057058,Friends,14,Ultra Delgada,KG,"4,176",,"4,176",Cadena Regional,PH-Toalla Sanitaria,ABSORBENTES FEMENINA,0,5,2025,"71,64","71,64","11,46","83,1",,50001067,Cadenas,,10002970,10,,N,02.07.2025 - 08:40:06,,,100105
"CARNICERIA EL CHACAL, C.A",Cadenas,Fact. Nac. Pharsana,6000123958,Cuidado Personal,Venta Directa,20250519,Zona Centro,3000,CHICCO ACEITE 220 ML,4,CS,40,ST,48,192,"30,72","222,72",Factura,Crédito 15 Días,20250603,USD,NA,,GV Ger. Reg. Ce.LLan,MERY S. MOSES,00-0607090,1002056795,Chicco,220,Original,KG,"7,28",,"7,28",Supermercado,PH-Aceite,HIGIENE PERSONAL,0,5,2025,48,192,"30,72","222,72",,50000971,Cadenas,,10002971,10,,N,02.07.2025 - 08:40:06,,,100082
"CARNICERIA EL CHACAL, C.A",Cadenas,Fact. Nac. Pharsana,6000123958,Cuidado Personal,Venta Directa,20250519,Zona Centro,3000,CHICCO TH ORIGINAL 24P (TRAVEL),10,CS,480,PAQ,"41,28","412,8","66,05","478,85",Factura,Crédito 15 Días,20250603,USD,NA,,GV Ger. Reg. Ce.LLan,MERY S. MOSES,00-0607090,1002056795,Chicco,24,Original,KG,"73,92",,"73,92",Supermercado,PH-TH Travel Pack,TOALLAS HUMEDAS,0,5,2025,"41,28","412,8","66,05","478,85",,50001084,Cadenas,,10002971,10,,N,02.07.2025 - 08:40:06,,,100082
"CARNICERIA EL CHACAL, C.A",Cadenas,Fact. Nac. Pharsana,6000123958,Cuidado Personal,Venta Directa,20250519,Zona Centro,3000,CHICCO TH ORIGINAL 48P,10,CS,200,PAQ,"29,4",294,"47,04","341,04",Factura,Crédito 15 Días,20250603,USD,NA,,GV Ger. Reg. Ce.LLan,MERY S. MOSES,00-0607090,1002056795,Chicco,48,Original,KG,"51,8",,"51,8",Supermercado,PH-TH Flow Pack,TOALLAS HUMEDAS,0,5,2025,"29,4",294,"47,04","341,04",,50000975,Cadenas,,10002971,10,,N,02.07.2025 - 08:40:06,,,100082
"CARNICERIA EL CHACAL, C.A",Cadenas,Fact. Nac. Pharsana,6000123958,Cuidado Personal,Venta Directa,20250519,Zona Centro,3000,CHICCO LOCION 200 ML,4,CS,40,ST,"33,4","133,6","21,38","154,98",Factura,Crédito 15 Días,20250603,USD,NA,,GV Ger. Reg. Ce.LLan,MERY S. MOSES,00-0607090,1002056795,Chicco,200,Original,KG,"7,84",,"7,84",Supermercado,PH-Loción,HIGIENE PERSONAL,0,5,2025,"33,4","133,6","21,38","154,98",,50000965,Cadenas,,10002971,10,,N,02.07.2025 - 08:40:06,,,100082
"CARNICERIA EL CHACAL, C.A",Cadenas,Fact. Nac. Pharsana,6000123958,Cuidado Personal,Venta Directa,20250519,Zona Centro,3000,CHICCO COLONIA 220 ML,6,CS,60,ST,"40,7","244,2","39,07","283,27",Factura,Crédito 15 Días,20250603,USD,NA,,GV Ger. Reg. Ce.LLan,MERY S. MOSES,00-0607090,1002056795,Chicco,220,Original,KG,"11,88",,"11,88",Supermercado,PH-Colonia,HIGIENE PERSONAL,0,5,2025,"40,7","244,2","39,07","283,27",,50000970,Cadenas,,10002971,10,,N,02.07.2025 - 08:40:06,,,100082
"CARNICERIA EL CHACAL, C.A",Cadenas,Fact. Nac. Pharsana,6000123958,Cuidado Personal,Venta Directa,20250519,Zona Centro,3000,CHICCO COTONCITO 100 PZA,4,CS,128,PAQ,"35,84","143,36","22,94","166,3",Factura,Crédito 15 Días,20250603,USD,NA,,GV Ger. Reg. Ce.LLan,MERY S. MOSES,00-0607090,1002056795,Chicco,100,Original,KG,"3,328",,"3,328",Supermercado,PH-Hisopos,ALGODONES PT,0,5,2025,"35,84","143,36","22,94","166,3",,50001023,Cadenas,,10002971,10,,N,02.07.2025 - 08:40:06,,,100082
"CARNICERIA EL CHACAL, C.A",Cadenas,Fact. Nac. Pharsana,6000123958,Cuidado Personal,Venta Directa,20250519,Zona Centro,3000,CHICCO COTONCITO 60 PZA,4,CS,192,PAQ,"47,52","190,08","30,41","220,49",Factura,Crédito 15 Días,20250603,USD,NA,,GV Ger. Reg. Ce.LLan,MERY S. MOSES,00-0607090,1002056795,Chicco,60,Original,KG,"2,496",,"2,496",Supermercado,PH-Hisopos,ALGODONES PT,0,5,2025,"47,52","190,08","30,41","220,49",,50001024,Cadenas,,10002971,10,,N,02.07.2025 - 08:40:06,,,100082
"CARNICERIA EL CHACAL, C.A",Cadenas,Fact. Nac. Pharsana,6000123958,Cuidado Personal,Venta Directa,20250519,Zona Centro,3000,CHICCO TALCO 200 G,4,CS,96,ST,"106,56","426,24","68,2","494,44",Factura,Crédito 15 Días,20250603,USD,NA,,GV Ger. Reg. Ce.LLan,MERY S. MOSES,00-0607090,1002056795,Chicco,200,Original,KG,"19,2",,"19,2",Supermercado,PH-Talco,HIGIENE PERSONAL,0,5,2025,"106,56","426,24","68,2","494,44",,50000969,Cadenas,,10002971,10,,N,02.07.2025 - 08:40:06,,,100082
"CARNICERIA EL CHACAL, C.A",Cadenas,Fact. Nac. Pharsana,6000123958,Cuidado Personal,Venta Directa,20250519,Zona Centro,3000,CHICCO TH ORIGINAL 72P,10,CS,240,PAQ,"50,88","508,8","81,4","590,2",Factura,Crédito 15 Días,20250603,USD,NA,,GV Ger. Reg. Ce.LLan,MERY S. MOSES,00-0607090,1002056795,Chicco,72,Original,KG,"95,52",,"95,52",Supermercado,PH-TH Flow Pack,TOALLAS HUMEDAS,0,5,2025,"50,88","508,8","81,4","590,2",,50000974,Cadenas,,10002971,10,,N,02.07.2025 - 08:40:06,,,100082
"CARNICERIA EL CHACAL, C.A",Cadenas,Fact. Nac. Pharsana,6000123959,Absorbentes,Venta Directa,20250519,Zona Centro,3000,SECUREZZA PANTS L (8X10),4,PAK,32,PAQ,"65,2","260,8","41,73","302,53",Factura,Crédito 15 Días,20250603,USD,NA,,GV Ger. Reg. Ce.LLan,MERY S. MOSES,00-0607091,1002056795,Securezza,10,Pants,KG,16128,,16128,Supermercado,PH-Pañal Pull Up,INCONTINENCIA,0,5,2025,"65,2","260,8","41,73","302,53",,50001097,Cadenas,,10002971,10,,N,02.07.2025 - 08:40:06,,,100082
"CARNICERIA EL CHACAL, C.A",Cadenas,Fact. Nac. Pharsana,6000123959,Absorbentes,Venta Directa,20250519,Zona Centro,3000,SECUREZZA POST PARTO PREMIUM (12X10),3,PAK,36,PAQ,"22,56","67,68","10,83","78,51",Factura,Crédito 15 Días,20250603,USD,NA,,GV Ger. Reg. Ce.LLan,MERY S. MOSES,00-0607091,1002056795,Securezza,10,Anatómica,KG,6300,,6300,Supermercado,PH-Toalla Post-Parto,INCONTINENCIA,0,5,2025,"22,56","67,68","10,83","78,51",,50000632,Cadenas,,10002971,10,,N,02.07.2025 - 08:40:06,,,100082
"CARNICERIA EL CHACAL, C.A",Cadenas,Fact. Nac. Pharsana,6000123959,Cuidado Personal,Venta Directa,20250519,Zona Centro,3000,AMY MOTAS DE ALGODON 50P,5,CS,60,PAQ,"21,84","109,2","17,47","126,67",Factura,Crédito 15 Días,20250603,USD,NA,,GV Ger. Reg. Ce.LLan,MERY S. MOSES,00-0607091,1002056795,Amy,50,Original,KG,"2,4",,"2,4",Supermercado,PH-Motas De Algodón,ALGODONES PT,0,5,2025,"21,84","109,2","17,47","126,67",,50000517,Cadenas,,10002971,10,,N,02.07.2025 - 08:40:06,,,100082
"CARNICERIA EL CHACAL, C.A",Cadenas,Fact. Nac. Pharsana,6000123959,Cuidado Personal,Venta Directa,20250519,Zona Centro,3000,AMY HISOPOS 60 P,5,CS,240,PAQ,"43,2",216,"34,56","250,56",Factura,Crédito 15 Días,20250603,USD,NA,,GV Ger. Reg. Ce.LLan,MERY S. MOSES,00-0607091,1002056795,Amy,60,Original,KG,"3,24",,"3,24",Supermercado,PH-Hisopos,ALGODONES PT,0,5,2025,"43,2",216,"34,56","250,56",,50000443,Cadenas,,10002971,10,,N,02.07.2025 - 08:40:06,,,100082
"CARNICERIA EL CHACAL, C.A",Cadenas,Fact. Nac. Pharsana,6000123959,Cuidado Personal,Venta Directa,20250519,Zona Centro,3000,CHICCO TALCO 100G,5,CS,120,ST,"60,24","301,2","48,18","349,38",Factura,Crédito 15 Días,20250603,USD,NA,,GV Ger. Reg. Ce.LLan,MERY S. MOSES,00-0607091,1002056795,Chicco,100,Original,KG,"12,168",,"12,168",Supermercado,PH-Talco,HIGIENE PERSONAL,0,5,2025,"60,24","301,2","48,18","349,38",,50001045,Cadenas,,10002971,10,,N,02.07.2025 - 08:40:06,,,100082
