Soc.;Proveedor;Nombre;Asignacion;Referencia;Clase Doc;Denominación;Nº doc.;Fecha doc.;Cond. Pago;Desc. Pago;D. Venc.;Fecha Venc;Mon.;Imp Mon Lo;Por Vencer;1 -- 30;31 -- 60;61 -- 90;91 -- 9999;Importe;Importe. M;Gr.tes.;Denominación;Ramo;Descr.Ramo;Ref.fact.;Txt.cabec.;Importe Moneda Fuerte;Moneda;Importe MF Fecha Doc
1000;70000005;BANCO DEL TESORO, C.A.;1526;PAGARE 1526;SA;Documento cta.mayor;0100052430;28.12.2016;;;0;28.12.2016;VEF;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,00;A11;K-Instituciones Bancarias;Z025;Financiero;;AMORTIZACION PAGRE 1526;53916,67;USD;0,00
1000;70000005;BANCO DEL TESORO, C.A.;1750;PAGARE 1750;SA;Documento cta.mayor;0100052432;28.12.2016;;;0;28.12.2016;VEF;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,00;A11;K-Instituciones Bancarias;Z025;Financiero;;AMORTIZACION PAGRE 1750;242592,59;USD;0,00
1000;70000005;BANCO DEL TESORO, C.A.;2250;PAGARE 2250;SA;Documento cta.mayor;0100052619;30.12.2016;;;0;30.12.2016;VEF;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,00;A11;K-Instituciones Bancarias;Z025;Financiero;;AMORTIZACION PAGRE 2250;24074,07;USD;0,00
1000;70000005;BANCO DEL TESORO, C.A.;2012;PAGARE 2012;SA;Documento cta.mayor;0100052620;30.12.2016;;;0;30.12.2016;VEF;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,00;A11;K-Instituciones Bancarias;Z025;Financiero;;AMORTIZACION PAGRE 2012;18518,52;USD;0,00
1000;70000005;BANCO DEL TESORO, C.A.;2180;PAGARE 2180;SA;Documento cta.mayor;0100052785;05.01.2017;;;0;05.01.2017;VEF;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,00;A11;K-Instituciones Bancarias;Z025;Financiero;;AMORTIZACION PAGRE 2180;11111,11;USD;0,00
1000;70000005;BANCO DEL TESORO, C.A.;1739;PAGARE 1739;SA;Documento cta.mayor;0100052790;16.01.2017;;;0;16.01.2017;VEF;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,00;A11;K-Instituciones Bancarias;Z025;Financiero;;AMORTIZACION PAGRE 1739;27777,78;USD;0,00
1000;70000005;BANCO DEL TESORO, C.A.;1832;PAGARE 1832;SA;Documento cta.mayor;0100052791;16.01.2017;;;0;16.01.2017;VEF;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,00;A11;K-Instituciones Bancarias;Z025;Financiero;;AMORTIZACION PAGRE 1832;9074,07;USD;0,00
1000;70000005;BANCO DEL TESORO, C.A.;2655;PAGARE 2655;SA;Documento cta.mayor;0100052792;16.01.2017;;;0;16.01.2017;VEF;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,00;A11;K-Instituciones Bancarias;Z025;Financiero;;AMORTIZACION PAGRE 2655;566666,67;USD;0,00
1000;70000005;BANCO DEL TESORO, C.A.;1707;PAGARE 1707;SA;Documento cta.mayor;0100052793;18.01.2017;;;0;18.01.2017;VEF;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,00;A11;K-Instituciones Bancarias;Z025;Financiero;;AMORTIZACION PAGRE 1707;72916,67;USD;0,00
1000;70000005;BANCO DEL TESORO, C.A.;1708;PAGARE 1708;SA;Documento cta.mayor;0100052794;18.01.2017;;;0;18.01.2017;VEF;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,00;A11;K-Instituciones Bancarias;Z025;Financiero;;AMORTIZACION PAGRE 1708;24074,07;USD;0,00
1000;70000005;BANCO DEL TESORO, C.A.;1915;PAGARE 1915;SA;Documento cta.mayor;0100052795;19.01.2017;;;0;19.01.2017;VEF;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,00;A11;K-Instituciones Bancarias;Z025;Financiero;;AMORTIZACION PAGRE 1915;111111,11;USD;0,00
1000;70000005;BANCO DEL TESORO, C.A.;2602;PAGARE 2602;SA;Documento cta.mayor;0100052842;23.01.2017;;;0;23.01.2017;VEF;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,00;A11;K-Instituciones Bancarias;Z025;Financiero;;AMORTIZACION PAGRE 2602;95000,00;USD;0,00
1000;70000005;BANCO DEL TESORO, C.A.;2122;PAGARE 2122;SA;Documento cta.mayor;0100052999;25.01.2017;;;0;25.01.2017;VEF;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,00;A11;K-Instituciones Bancarias;Z025;Financiero;;AMORTIZACION PAGRE 2122;42592,59;USD;0,00
1000;70000005;BANCO DEL TESORO, C.A.;1525;1525;SA;Documento cta.mayor;0100053145;30.01.2017;;;0;30.01.2017;VEF;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,00;A11;K-Instituciones Bancarias;Z025;Financiero;;AMORTIZACION PAGARE;173621,69;USD;0,00
1000;70000005;BANCO DEL TESORO, C.A.;1526;1526;SA;Documento cta.mayor;0100053146;30.01.2017;;;0;30.01.2017;VEF;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,00;A11;K-Instituciones Bancarias;Z025;Financiero;;AMORTIZACION PAGARE;53916,67;USD;0,00
1000;70000005;BANCO DEL TESORO, C.A.;1750;1750;SA;Documento cta.mayor;0100053147;30.01.2017;;;0;30.01.2017;VEF;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,00;A11;K-Instituciones Bancarias;Z025;Financiero;;AMORTIZACION PAGARE;242592,59;USD;0,00
1000;70000005;BANCO DEL TESORO, C.A.;2250;2250;SA;Documento cta.mayor;0100053148;30.01.2017;;;0;30.01.2017;VEF;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,00;A11;K-Instituciones Bancarias;Z025;Financiero;;AMORTIZACION PAGARE;24074,07;USD;0,00
1000;70000005;BANCO DEL TESORO, C.A.;2012;2012;SA;Documento cta.mayor;0100053149;31.01.2017;;;0;31.01.2017;VEF;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,00;A11;K-Instituciones Bancarias;Z025;Financiero;;AMORTIZACION PAGARE;18518,52;USD;0,00
1000;70000005;BANCO DEL TESORO, C.A.;1739;1739;SA;Documento cta.mayor;0100054328;14.02.2017;;;0;14.02.2017;VEF;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,00;A11;K-Instituciones Bancarias;Z025;Financiero;;AMORTIZACION PAGARE;27777,78;USD;0,00
1000;70000005;BANCO DEL TESORO, C.A.;2655;2655;SA;Documento cta.mayor;0100054329;15.02.2017;;;0;15.02.2017;VEF;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,00;A11;K-Instituciones Bancarias;Z025;Financiero;;AMORTIZACION PAGARE;566666,67;USD;0,00
1000;70000005;BANCO DEL TESORO, C.A.;1832;1832;SA;Documento cta.mayor;0100054330;16.02.2017;;;0;16.02.2017;VEF;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,00;A11;K-Instituciones Bancarias;Z025;Financiero;;AMORTIZACION PAGARE;9074,07;USD;0,00
1000;70000005;BANCO DEL TESORO, C.A.;2180;2180;SA;Documento cta.mayor;0100054331;06.02.2017;;;0;06.02.2017;VEF;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,00;A11;K-Instituciones Bancarias;Z025;Financiero;;AMORTIZACION PAGARE;11111,11;USD;0,00
1000;70000005;BANCO DEL TESORO, C.A.;1707;1707;SA;Documento cta.mayor;0100054333;20.02.2017;;;0;20.02.2017;VEF;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,00;A11;K-Instituciones Bancarias;Z025;Financiero;;AMORTIZACION PAGARE;72916,67;USD;0,00
1000;70000005;BANCO DEL TESORO, C.A.;1708;1708;SA;Documento cta.mayor;0100054336;20.02.2017;;;0;20.02.2017;VEF;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,00;A11;K-Instituciones Bancarias;Z025;Financiero;;AMORTIZACION PAGARE;24074,07;USD;0,00
1000;70000005;BANCO DEL TESORO, C.A.;1915;1915;SA;Documento cta.mayor;0100054337;20.02.2017;;;0;20.02.2017;VEF;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,00;A11;K-Instituciones Bancarias;Z025;Financiero;;AMORTIZACION PAGARE;111111,11;USD;0,00
1000;70000005;BANCO DEL TESORO, C.A.;2602;002602;SA;Documento cta.mayor;0100054505;22.02.2017;;;0;22.02.2017;VEF;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,00;A11;K-Instituciones Bancarias;Z025;Financiero;;AMORTIZACION PAGARE;95000,00;USD;0,00
1000;70000005;BANCO DEL TESORO, C.A.;1525;1525;SA;Documento cta.mayor;0100054507;24.02.2017;;;0;24.02.2017;VEF;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,00;A11;K-Instituciones Bancarias;Z025;Financiero;;AMORTIZACION PAGARE;173621,69;USD;0,00
1000;70000005;BANCO DEL TESORO, C.A.;1526;1526;SA;Documento cta.mayor;0100054508;24.02.2017;;;0;24.02.2017;VEF;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,00;A11;K-Instituciones Bancarias;Z025;Financiero;;AMORTIZACION PAGARE;53916,67;USD;0,00
1000;70000005;BANCO DEL TESORO, C.A.;1750;1750;SA;Documento cta.mayor;0100054509;24.02.2017;;;0;24.02.2017;VEF;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,00;A11;K-Instituciones Bancarias;Z025;Financiero;;AMORTIZACION PAGARE;242592,59;USD;0,00
1000;70000005;BANCO DEL TESORO, C.A.;2012;2012;SA;Documento cta.mayor;0100054510;24.02.2017;;;0;24.02.2017;VEF;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,00;A11;K-Instituciones Bancarias;Z025;Financiero;;AMORTIZACION PAGARE;18518,52;USD;0,00
1000;70000005;BANCO DEL TESORO, C.A.;2122;2122;SA;Documento cta.mayor;0100054511;24.02.2017;;;0;24.02.2017;VEF;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,00;A11;K-Instituciones Bancarias;Z025;Financiero;;AMORTIZACION PAGARE;42592,59;USD;0,00
1000;70000005;BANCO DEL TESORO, C.A.;2250;2250;SA;Documento cta.mayor;0100054512;24.02.2017;;;0;24.02.2017;VEF;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,00;A11;K-Instituciones Bancarias;Z025;Financiero;;AMORTIZACION PAGARE;24074,07;USD;0,00
1000;70000005;BANCO DEL TESORO, C.A.;2180;PAGARE 2180;SA;Documento cta.mayor;0100056931;06.03.2017;;;0;06.03.2017;VEF;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,00;A11;K-Instituciones Bancarias;Z025;Financiero;;AMORTIZACION PAGRE 2180;11111,11;USD;0,00
1000;70000005;BANCO DEL TESORO, C.A.;1739;PAGARE 1739;SA;Documento cta.mayor;0100056937;14.03.2017;;;0;14.03.2017;VEF;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,00;A11;K-Instituciones Bancarias;Z025;Financiero;;AMORTIZACION PAGRE 1739;27777,78;USD;0,00
1000;70000005;BANCO DEL TESORO, C.A.;2655;PAGARE 2655;SA;Documento cta.mayor;0100056939;15.03.2017;;;0;15.03.2017;VEF;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,00;A11;K-Instituciones Bancarias;Z025;Financiero;;AMORTIZACION PAGRE 2655;566666,67;USD;0,00
1000;70000005;BANCO DEL TESORO, C.A.;1832;PAGARE 1832;SA;Documento cta.mayor;0100056941;16.03.2017;;;0;16.03.2017;VEF;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,00;A11;K-Instituciones Bancarias;Z025;Financiero;;AMORTIZACION PAGRE 1832;9074,07;USD;0,00
1000;70000005;BANCO DEL TESORO, C.A.;1707;PAGARE 1707;SA;Documento cta.mayor;0100056943;20.03.2017;;;0;20.03.2017;VEF;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,00;A11;K-Instituciones Bancarias;Z025;Financiero;;AMORTIZACION PAGRE 1707;72916,67;USD;0,00
1000;70000005;BANCO DEL TESORO, C.A.;1708;PAGARE 1708;SA;Documento cta.mayor;0100056944;20.03.2017;;;0;20.03.2017;VEF;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,00;A11;K-Instituciones Bancarias;Z025;Financiero;;AMORTIZACION PAGRE 1708;24074,07;USD;0,00
1000;70000005;BANCO DEL TESORO, C.A.;1915;PAGARE 1915;SA;Documento cta.mayor;0100056986;21.03.2017;;;0;21.03.2017;VEF;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,00;A11;K-Instituciones Bancarias;Z025;Financiero;;AMORTIZACION PAGRE 1915;111111,11;USD;0,00
1000;70000005;BANCO DEL TESORO, C.A.;2602;PAGARE 2602;SA;Documento cta.mayor;0100056993;22.03.2017;;;0;22.03.2017;VEF;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,00;A11;K-Instituciones Bancarias;Z025;Financiero;;AMORTIZACION PAGRE 2602;95000,00;USD;0,00
1000;70000005;BANCO DEL TESORO, C.A.;2122;PAGARE 2122;SA;Documento cta.mayor;0100057009;27.03.2017;;;0;27.03.2017;VEF;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,00;A11;K-Instituciones Bancarias;Z025;Financiero;;AMORTIZACION PAGRE 2122;42592,59;USD;0,00
1000;70000005;BANCO DEL TESORO, C.A.;1525;PAGARE 1525;SA;Documento cta.mayor;0100057018;28.03.2017;;;0;28.03.2017;VEF;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,00;A11;K-Instituciones Bancarias;Z025;Financiero;;AMORTIZACION PAGRE 1525;173621,69;USD;0,00
1000;70000005;BANCO DEL TESORO, C.A.;1526;PAGARE 1526;SA;Documento cta.mayor;0100057020;28.03.2017;;;0;28.03.2017;VEF;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,00;A11;K-Instituciones Bancarias;Z025;Financiero;;AMORTIZACION PAGRE 1526;53916,67;USD;0,00
1000;70000005;BANCO DEL TESORO, C.A.;1750;PAGARE 1750;SA;Documento cta.mayor;0100057027;28.03.2017;;;0;28.03.2017;VEF;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,00;A11;K-Instituciones Bancarias;Z025;Financiero;;AMORTIZACION PAGRE 1750;242592,59;USD;0,00
1000;70000005;BANCO DEL TESORO, C.A.;2250;PAGARE 2250;SA;Documento cta.mayor;0100057028;30.03.2017;;;0;30.03.2017;VEF;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,00;A11;K-Instituciones Bancarias;Z025;Financiero;;AMORTIZACION PAGRE 2250;24074,07;USD;0,00
1000;70000005;BANCO DEL TESORO, C.A.;2012;PAGARE 2012;SA;Documento cta.mayor;0100057100;31.03.2017;;;0;31.03.2017;VEF;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,00;A11;K-Instituciones Bancarias;Z025;Financiero;;AMORTIZACION PAGRE 2012;18518,52;USD;0,00
1000;70000005;BANCO DEL TESORO, C.A.;2894;APERTURA PAGARE;SA;Documento cta.mayor;0100057153;31.03.2017;;;0;31.03.2017;VEF;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,00;A11;K-Instituciones Bancarias;Z025;Financiero;;APERTURA PAGARE 2894;-7701700,00;USD;0,00
1000;70000005;BANCO DEL TESORO, C.A.;2180;PAGARE 2180;SA;Documento cta.mayor;0100057820;05.04.2017;;;0;05.04.2017;VEF;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,00;A11;K-Instituciones Bancarias;Z025;Financiero;;AMORTIZACION PAGRE 2180;11111,11;USD;0,00
1000;70000005;BANCO DEL TESORO, C.A.;1739;PAGARE 1739;SA;Documento cta.mayor;0100057980;17.04.2017;;;0;17.04.2017;VEF;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,00;A11;K-Instituciones Bancarias;Z025;Financiero;;AMORTIZACION PAGRE 1739;27777,78;USD;0,00
1000;70000005;BANCO DEL TESORO, C.A.;1832;PAGARE 1832;SA;Documento cta.mayor;0100057981;17.04.2017;;;0;17.04.2017;VEF;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,00;A11;K-Instituciones Bancarias;Z025;Financiero;;AMORTIZACION PAGRE 1832;9074,07;USD;0,00
1000;70000005;BANCO DEL TESORO, C.A.;1707;PAGARE 1707;SA;Documento cta.mayor;0100057982;18.04.2017;;;0;18.04.2017;VEF;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,00;A11;K-Instituciones Bancarias;Z025;Financiero;;AMORTIZACION PAGRE 1707;72916,67;USD;0,00
1000;70000005;BANCO DEL TESORO, C.A.;1708;PAGARE 1708;SA;Documento cta.mayor;0100057983;18.04.2017;;;0;18.04.2017;VEF;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,00;A11;K-Instituciones Bancarias;Z025;Financiero;;AMORTIZACION PAGRE 1708;24074,07;USD;0,00
1000;70000005;BANCO DEL TESORO, C.A.;2655;PAGARE 2655;SA;Documento cta.mayor;0100057984;18.04.2017;;;0;18.04.2017;VEF;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,00;A11;K-Instituciones Bancarias;Z025;Financiero;;AMORTIZACION PAGRE 2655;566666,67;USD;0,00
1000;70000005;BANCO DEL TESORO, C.A.;1915;PAGARE 1915;SA;Documento cta.mayor;0100058102;20.04.2017;;;0;20.04.2017;VEF;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,00;A11;K-Instituciones Bancarias;Z025;Financiero;;AMORTIZACION PAGRE 1915;111111,11;USD;0,00
1000;70000005;BANCO DEL TESORO, C.A.;2602;PAGARE 2602;SA;Documento cta.mayor;0100058206;24.04.2017;;;0;24.04.2017;VEF;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,00;A11;K-Instituciones Bancarias;Z025;Financiero;;AMORTIZACION PAGRE 2602;95000,00;USD;0,00
1000;70000005;BANCO DEL TESORO, C.A.;2122;PAGARE 2122;SA;Documento cta.mayor;0100058797;25.04.2017;;;0;25.04.2017;VEF;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,00;A11;K-Instituciones Bancarias;Z025;Financiero;;AMORTIZACION PAGRE 21222;42592,59;USD;0,00
1000;70000005;BANCO DEL TESORO, C.A.;2012;1525;SA;Documento cta.mayor;0100059244;28.04.2017;;;0;28.04.2017;VEF;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,00;A11;K-Instituciones Bancarias;Z025;Financiero;;AMORTIZACION 1525;18518,52;USD;0,00
1000;70000005;BANCO DEL TESORO, C.A.;2250;1525;SA;Documento cta.mayor;0100059244;28.04.2017;;;0;28.04.2017;VEF;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,00;A11;K-Instituciones Bancarias;Z025;Financiero;;AMORTIZACION 1525;24074,07;USD;0,00
1000;70000005;BANCO DEL TESORO, C.A.;1525;1525;SA;Documento cta.mayor;0100059244;28.04.2017;;;0;28.04.2017;VEF;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,00;A11;K-Instituciones Bancarias;Z025;Financiero;;AMORTIZACION 1525;173621,69;USD;0,00
1000;70000005;BANCO DEL TESORO, C.A.;1526;1525;SA;Documento cta.mayor;0100059244;28.04.2017;;;0;28.04.2017;VEF;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,00;A11;K-Instituciones Bancarias;Z025;Financiero;;AMORTIZACION 1525;53916,67;USD;0,00
1000;70000005;BANCO DEL TESORO, C.A.;1750;1525;SA;Documento cta.mayor;0100059244;28.04.2017;;;0;28.04.2017;VEF;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,00;A11;K-Instituciones Bancarias;Z025;Financiero;;AMORTIZACION 1525;242592,59;USD;0,00
1000;70000005;BANCO DEL TESORO, C.A.;2894;2894;SA;Documento cta.mayor;0100059357;28.04.2017;;;0;28.04.2017;VEF;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,00;A11;K-Instituciones Bancarias;Z025;Financiero;;AMORTIZACION 2894;427872,22;USD;0,00
1000;70000005;BANCO DEL TESORO, C.A.;2180;PAGARE 2180;SA;Documento cta.mayor;0100059504;05.05.2017;;;0;05.05.2017;VEF;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,00;A11;K-Instituciones Bancarias;Z025;Financiero;;APERTURA PAGARE 2180;11111,11;USD;0,00
1000;70000005;BANCO DEL TESORO, C.A.;2655;PAGARE 2655;SA;Documento cta.mayor;0100060043;15.05.2017;;;0;15.05.2017;VEF;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,00;A11;K-Instituciones Bancarias;Z025;Financiero;;AMORTIZACION PAGRE 2655;566666,67;USD;0,00
1000;70000005;BANCO DEL TESORO, C.A.;1739;PAGARE 1739;SA;Documento cta.mayor;0100060047;15.05.2017;;;0;15.05.2017;VEF;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,00;A11;K-Instituciones Bancarias;Z025;Financiero;;AMORTIZACION PAGRE 1739;27777,78;USD;0,00
1000;70000005;BANCO DEL TESORO, C.A.;1832;PAGARE 1832;SA;Documento cta.mayor;0100060077;16.05.2017;;;0;16.05.2017;VEF;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,00;A11;K-Instituciones Bancarias;Z025;Financiero;;AMORTIZACION PAGRE 1832;9074,07;USD;0,00
1000;70000005;BANCO DEL TESORO, C.A.;1707;PAGARE 1707;SA;Documento cta.mayor;0100060244;18.05.2017;;;0;18.05.2017;VEF;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,00;A11;K-Instituciones Bancarias;Z025;Financiero;;AMORTIZACION PAGARE 1707;72916,67;USD;0,00
1000;70000005;BANCO DEL TESORO, C.A.;1708;PAGARE 1708;SA;Documento cta.mayor;0100060245;18.05.2017;;;0;18.05.2017;VEF;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,00;A11;K-Instituciones Bancarias;Z025;Financiero;;AMORTIZACION PAGRE 1708;24074,07;USD;0,00
1000;70000005;BANCO DEL TESORO, C.A.;1915;PAGARE 1915;SA;Documento cta.mayor;0100060407;19.05.2017;;;0;19.05.2017;VEF;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,00;A11;K-Instituciones Bancarias;Z025;Financiero;;AMORTIZACION PAGARE 1915;111111,11;USD;0,00
1000;70000005;BANCO DEL TESORO, C.A.;2602;PAGARE 2602;SA;Documento cta.mayor;0100060511;22.05.2017;;;0;22.05.2017;VEF;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,00;A11;K-Instituciones Bancarias;Z025;Financiero;;AMORTIZACION PAGARE 2602;95000,00;USD;0,00
1000;70000005;BANCO DEL TESORO, C.A.;2122;PAGARE 2122;SA;Documento cta.mayor;0100060778;25.05.2017;;;0;25.05.2017;VEF;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,00;A11;K-Instituciones Bancarias;Z025;Financiero;;AMORTIZACION PAGARE 2122;42592,59;USD;0,00
1000;70000005;BANCO DEL TESORO, C.A.;1525;1525;SA;Documento cta.mayor;0100062079;30.05.2017;;;0;30.05.2017;VEF;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,00;A11;K-Instituciones Bancarias;Z025;Financiero;;AMORTIZACION  1525;173621,69;USD;0,00
1000;70000005;BANCO DEL TESORO, C.A.;1526;1526;SA;Documento cta.mayor;0100062080;30.05.2017;;;0;30.05.2017;VEF;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,00;A11;K-Instituciones Bancarias;Z025;Financiero;;AMORTIZACION  1526;53916,67;USD;0,00
1000;70000005;BANCO DEL TESORO, C.A.;1750;1750;SA;Documento cta.mayor;0100062081;30.05.2017;;;0;30.05.2017;VEF;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,00;A11;K-Instituciones Bancarias;Z025;Financiero;;AMORTIZACION  1750;242592,59;USD;0,00
1000;70000005;BANCO DEL TESORO, C.A.;2250;2250;SA;Documento cta.mayor;0100062082;30.05.2017;;;0;30.05.2017;VEF;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,00;A11;K-Instituciones Bancarias;Z025;Financiero;;AMORTIZACION  2250;24074,07;USD;0,00
1000;70000005;BANCO DEL TESORO, C.A.;2012;PAGARE 2012;SA;Documento cta.mayor;0100062130;31.05.2017;;;0;31.05.2017;VEF;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,00;A11;K-Instituciones Bancarias;Z025;Financiero;;AMORTIZACION PAGARE 2012;18518,52;USD;0,00
1000;70000005;BANCO DEL TESORO, C.A.;2894;PAGARE 2894;SA;Documento cta.mayor;0100062133;31.05.2017;;;0;31.05.2017;VEF;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,00;A11;K-Instituciones Bancarias;Z025;Financiero;;AMORTIZACION PAGARE 2894;427872,22;USD;0,00
1000;70000005;BANCO DEL TESORO, C.A.;2967;APERTURA PAGARE;SA;Documento cta.mayor;0100062185;31.05.2017;;;0;31.05.2017;VEF;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;-0,02;A11;K-Instituciones Bancarias;Z025;Financiero;;APERTURA PAGARE 2967;-150000000,00;USD;0,00
1000;70000005;BANCO DEL TESORO, C.A.;2180;PAGARE 2180;SA;Documento cta.mayor;0100063063;05.06.2017;;;0;05.06.2017;VEF;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,00;A11;K-Instituciones Bancarias;Z025;Financiero;;AMORTIZACION PAGARE 2180;11111,11;USD;0,00
1000;70000005;BANCO DEL TESORO, C.A.;1739;PAGARE 1739;SA;Documento cta.mayor;0100064191;14.06.2017;;;0;14.06.2017;VEF;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,00;A11;K-Instituciones Bancarias;Z025;Financiero;;AMORTIZACION PAGARE 1739;27777,78;USD;0,00
1000;70000005;BANCO DEL TESORO, C.A.;2655;PAGARE 2655;SA;Documento cta.mayor;0100064200;15.06.2017;;;0;15.06.2017;VEF;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,00;A11;K-Instituciones Bancarias;Z025;Financiero;;AMORTIZACION PAGARE 2655;566666,67;USD;0,00
1000;70000005;BANCO DEL TESORO, C.A.;1832;PAGARE 1832;SA;Documento cta.mayor;0100064203;16.06.2017;;;0;16.06.2017;VEF;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,00;A11;K-Instituciones Bancarias;Z025;Financiero;;AMORTIZACION PAGARE 1832;9074,07;USD;0,00
